Order_Number,Order_Date,Ship_Date,Customer_Name_Index,Channel,Currency_Code,Warehouse_Code,Delivery_Region_Index,Product_Description_Index,Order_Quantity,Unit_Selling_Price,Unit_Cost
SO - 0007242,2/8/2020,2/13/2020,39,Wholesale,AUD,AXW291,81,7,12,1239.5,805.675
SO - 0007526,2/8/2020,2/12/2020,43,Wholesale,USD,AXW291,70,1,11,5246.1,3042.738
SO - 0001162,2/9/2020,2/18/2020,25,Export,NZD,AXW291,42,7,6,6331.5,2532.6
SO - 0002309,2/9/2020,2/26/2020,27,Wholesale,AUD,AXW291,74,2,12,1078.7,733.516
SO - 0002850,2/9/2020,2/12/2020,28,Wholesale,AUD,AXW291,28,1,12,3899.4,2261.652
SO - 0006973,2/9/2020,2/27/2020,3,Wholesale,NZD,AXW291,36,3,12,1132.3,849.225
SO - 0007549,2/9/2020,2/15/2020,44,Wholesale,NZD,AXW291,44,5,9,817.4,531.31
SO - 0001584,2/10/2020,2/15/2020,11,Export,AUD,AXW291,95,14,8,187.6,78.792
SO - 0003636,2/10/2020,2/27/2020,30,Wholesale,EUR,AXW291,13,11,11,1822.4,1530.816
SO - 0004707,2/10/2020,2/24/2020,11,Export,USD,AXW291,65,13,9,1085.4,716.364
SO - 0004809,2/10/2020,2/23/2020,9,Wholesale,GBP,AXW291,35,13,12,2385.2,1311.86
SO - 0005544,2/10/2020,2/26/2020,23,Wholesale,USD,AXW291,11,7,11,5788.8,4457.376
SO - 0006144,2/10/2020,2/20/2020,50,Wholesale,NZD,AXW291,19,6,8,2345,1735.3
SO - 0007214,2/10/2020,2/20/2020,29,Distributor,USD,AXW291,8,8,8,1929.6,1196.352
SO - 0007852,2/10/2020,2/15/2020,3,Wholesale,NZD,AXW291,44,2,9,1956.4,1604.248
SO - 0007898,2/10/2020,2/25/2020,32,Wholesale,USD,AXW291,96,6,6,261.3,104.52
SO - 000725,2/11/2020,2/14/2020,26,Wholesale,EUR,AXW291,55,12,9,2512.5,1658.25
SO - 0001060,2/11/2020,2/20/2020,4,Wholesale,NZD,AXW291,50,9,12,1139,740.35
SO - 0005348,2/11/2020,2/16/2020,32,Export,NZD,AXW291,98,11,5,1192.6,477.04
SO - 0007196,2/11/2020,2/15/2020,48,Export,USD,AXW291,22,12,7,174.2,128.908
SO - 0007814,2/11/2020,2/20/2020,43,Distributor,NZD,AXW291,38,7,9,6338.2,3993.066
SO - 0001176,2/12/2020,2/21/2020,50,Distributor,NZD,AXW291,40,1,9,234.5,161.805
SO - 0001475,2/12/2020,2/24/2020,16,Wholesale,USD,AXW291,29,1,8,1306.5,940.68
SO - 0003293,2/12/2020,2/19/2020,15,Wholesale,AUD,AXW291,51,13,9,3618,2858.22
SO - 0003713,2/12/2020,2/28/2020,27,Wholesale,EUR,AXW291,14,1,6,3999.9,2279.943
SO - 0005703,2/12/2020,2/22/2020,10,Wholesale,NZD,AXW291,52,13,9,1078.7,571.711
SO - 0006114,2/12/2020,3/1/2020,27,Wholesale,EUR,AXW291,97,5,5,3953,3360.05
SO - 0006193,2/12/2020,2/19/2020,18,Distributor,USD,AXW291,56,5,10,3999.9,2679.933
SO - 000663,2/13/2020,2/25/2020,32,Wholesale,AUD,AXW291,91,1,11,971.5,592.615
SO - 0002379,2/13/2020,2/17/2020,39,Wholesale,GBP,AXW291,66,6,5,3999.9,2519.937
SO - 0003370,2/13/2020,2/19/2020,26,Distributor,NZD,AXW291,45,2,10,1835.8,1523.714
SO - 0003858,2/13/2020,2/18/2020,27,Export,USD,AXW291,70,2,12,3644.8,2842.944
SO - 0005639,2/13/2020,2/20/2020,1,Export,USD,AXW291,7,3,5,227.8,186.796
SO - 0006636,2/13/2020,2/24/2020,40,Distributor,NZD,AXW291,76,5,7,241.2,178.488
SO - 0007447,2/13/2020,2/17/2020,15,Distributor,NZD,AXW291,71,9,9,5071.9,4311.115
SO - 0002732,2/14/2020,2/22/2020,23,Distributor,NZD,AXW291,50,13,8,2546,2062.26
SO - 0003117,2/14/2020,3/3/2020,49,Distributor,USD,AXW291,16,5,7,6438.7,4120.768
SO - 0004490,2/14/2020,2/27/2020,18,Distributor,NZD,AXW291,23,13,5,3095.4,2631.09
SO - 0004541,2/14/2020,2/28/2020,4,Wholesale,NZD,AXW291,33,1,10,1782.2,1069.32
SO - 0005324,2/14/2020,2/24/2020,50,Wholesale,NZD,AXW291,79,2,5,971.5,641.19
SO - 0005410,2/14/2020,2/20/2020,40,Wholesale,NZD,AXW291,6,9,11,5045.1,3279.315
SO - 0005478,2/14/2020,2/23/2020,8,Export,USD,AXW291,52,1,10,1031.8,453.992
SO - 0005850,2/14/2020,3/4/2020,3,Export,EUR,AXW291,76,13,8,3919.5,2665.26
SO - 0005989,2/14/2020,2/17/2020,35,Distributor,NZD,AXW291,81,1,6,864.3,380.292
SO - 0007424,2/14/2020,2/27/2020,6,Wholesale,NZD,AXW291,33,7,7,730.3,496.604
SO - 0007677,2/14/2020,3/4/2020,10,Wholesale,USD,AXW291,98,1,11,998.3,419.286
SO - 000969,2/15/2020,3/4/2020,33,Wholesale,USD,AXW291,81,1,12,2284.7,1713.525
SO - 0004264,2/15/2020,2/20/2020,17,Wholesale,EUR,AXW291,68,5,12,3865.9,1739.655
SO - 0005254,2/15/2020,2/27/2020,35,Wholesale,NZD,AXW291,91,10,6,1969.8,1181.88
SO - 0007985,2/15/2020,2/24/2020,7,Distributor,NZD,AXW291,88,9,8,884.4,512.952
SO - 0008008,2/15/2020,3/1/2020,25,Wholesale,NZD,AXW291,42,1,11,6210.9,3540.213
SO - 000625,2/16/2020,3/2/2020,39,Wholesale,AUD,AXW291,13,7,5,1882.7,1430.852
SO - 000801,2/16/2020,2/21/2020,33,Wholesale,NZD,AXW291,96,2,5,1065.3,671.139
SO - 0002933,2/16/2020,2/25/2020,40,Distributor,NZD,AXW291,80,1,6,180.9,151.956
SO - 0003533,2/16/2020,2/21/2020,5,Distributor,NZD,AXW291,70,11,12,884.4,725.208
SO - 0004466,2/16/2020,3/2/2020,10,Wholesale,NZD,AXW291,41,9,8,174.2,85.358
SO - 0006673,2/16/2020,3/4/2020,32,Wholesale,USD,AXW291,2,7,5,2599.6,1637.748
SO - 000799,2/17/2020,3/2/2020,13,Wholesale,USD,AXW291,17,7,11,3832.4,2835.976
SO - 0001183,2/17/2020,2/23/2020,45,Distributor,NZD,AXW291,17,7,8,3979.8,2865.456
SO - 0001224,2/17/2020,2/25/2020,42,Wholesale,NZD,AXW291,51,5,8,2492.4,1370.82
SO - 0002407,2/17/2020,2/25/2020,12,Wholesale,AUD,AXW291,41,7,9,227.8,179.962
SO - 0002925,2/17/2020,2/24/2020,7,Distributor,USD,AXW291,11,5,9,5172.4,3103.44
SO - 0003100,2/17/2020,2/26/2020,45,Export,EUR,AXW291,28,12,5,3886,3108.8
SO - 0004350,2/17/2020,3/2/2020,41,Distributor,NZD,AXW291,65,13,6,1125.6,607.824
SO - 0004730,2/17/2020,3/3/2020,45,Export,USD,AXW291,85,2,7,1855.9,760.919
SO - 0004827,2/17/2020,3/1/2020,14,Distributor,GBP,AXW291,50,11,11,180.9,123.012
SO - 0005417,2/17/2020,3/5/2020,24,Wholesale,USD,AXW291,19,11,10,3953,2411.33
SO - 0005790,2/17/2020,2/24/2020,5,Wholesale,NZD,AXW291,90,7,5,2371.8,1565.388
SO - 0006971,2/17/2020,2/28/2020,20,Wholesale,NZD,AXW291,38,2,10,221.1,119.394
SO - 000111,2/18/2020,3/6/2020,21,Export,USD,AXW291,33,1,12,201,124.62
SO - 000267,2/18/2020,2/22/2020,16,Wholesale,USD,AXW291,78,13,6,1005,502.5
SO - 000838,2/18/2020,2/28/2020,3,Distributor,NZD,AXW291,22,11,8,1809,1465.29
SO - 0002259,2/18/2020,3/4/2020,2,Wholesale,USD,AXW291,45,11,12,1031.8,433.356
SO - 0003714,2/18/2020,3/6/2020,32,Distributor,USD,AXW291,24,2,11,1192.6,536.67
SO - 0003802,2/18/2020,2/23/2020,24,Wholesale,USD,AXW291,88,2,9,877.7,438.85
SO - 0004306,2/18/2020,2/23/2020,29,Distributor,USD,AXW291,62,2,7,2499.1,1024.631
SO - 0004457,2/18/2020,2/23/2020,17,Distributor,USD,AXW291,38,1,6,1835.8,1413.566
SO - 0004480,2/18/2020,2/27/2020,10,Wholesale,NZD,AXW291,39,7,7,3946.3,2920.262
SO - 0004875,2/18/2020,2/22/2020,39,Wholesale,AUD,AXW291,87,7,11,268,131.32
SO - 0006191,2/18/2020,3/1/2020,2,Wholesale,USD,AXW291,59,6,9,1105.5,807.015
SO - 0006976,2/18/2020,2/22/2020,14,Wholesale,NZD,AXW291,94,7,9,5293,3334.59
SO - 0007439,2/18/2020,3/8/2020,9,Distributor,AUD,AXW291,52,8,5,3028.4,1907.892
SO - 0007979,2/18/2020,3/4/2020,44,Distributor,EUR,AXW291,34,7,7,6398.5,4542.935
SO - 000150,2/19/2020,3/7/2020,20,Wholesale,USD,AXW291,87,5,5,3638.1,1455.24
SO - 0001059,2/19/2020,3/7/2020,16,Wholesale,GBP,AXW291,26,1,11,167.5,123.95
SO - 0002017,2/19/2020,2/23/2020,45,Wholesale,USD,AXW291,26,5,9,1031.8,412.72
SO - 0002995,2/19/2020,2/24/2020,16,Distributor,GBP,AXW291,18,9,10,1936.3,929.424
SO - 0005244,2/19/2020,3/8/2020,43,Wholesale,NZD,AXW291,35,1,10,1038.5,737.335
SO - 0006516,2/19/2020,3/4/2020,6,Distributor,NZD,AXW291,1,11,6,1956.4,1447.736
SO - 0006580,2/19/2020,3/7/2020,26,Distributor,USD,AXW291,75,11,8,2881,2189.56
SO - 0007195,2/19/2020,3/9/2020,25,Export,NZD,AXW291,85,13,6,864.3,726.012
SO - 0007423,2/19/2020,2/24/2020,49,Distributor,USD,AXW291,28,11,7,857.6,445.952
SO - 0007613,2/19/2020,3/9/2020,32,Distributor,GBP,AXW291,71,13,6,268,152.76
SO - 0001321,2/20/2020,3/10/2020,29,Wholesale,NZD,AXW291,41,5,6,2412,2001.96
SO - 0001660,2/20/2020,3/10/2020,45,Distributor,USD,AXW291,82,11,6,1058.6,719.848
SO - 0006677,2/20/2020,3/6/2020,18,Wholesale,NZD,AXW291,75,1,9,958.1,699.413
SO - 000343,2/21/2020,3/7/2020,35,Wholesale,AUD,AXW291,44,1,11,6391.8,4793.85
SO - 0003430,2/21/2020,3/7/2020,24,Wholesale,USD,AXW291,8,2,8,1782.2,1354.472
SO - 0005566,2/21/2020,3/5/2020,1,Distributor,USD,AXW291,42,10,8,174.2,142.844
SO - 0006014,2/21/2020,3/1/2020,26,Distributor,NZD,AXW291,34,11,7,180.9,86.832
SO - 0006954,2/21/2020,3/5/2020,39,Distributor,AUD,AXW291,72,5,8,978.2,616.266
SO - 0007510,2/21/2020,3/7/2020,33,Wholesale,USD,AXW291,32,9,9,3035.1,1335.444
SO - 0001449,2/22/2020,3/6/2020,11,Wholesale,EUR,AXW291,80,13,6,6532.5,5487.3
SO - 0001754,2/22/2020,3/2/2020,45,Distributor,NZD,AXW291,16,11,11,1159.1,904.098
SO - 0006578,2/22/2020,2/28/2020,28,Wholesale,USD,AXW291,60,9,10,1072,761.12
SO - 0007992,2/22/2020,3/5/2020,18,Export,AUD,AXW291,96,8,12,1983.2,1566.728
SO - 0008012,2/22/2020,3/2/2020,38,Distributor,NZD,AXW291,25,6,8,1802.3,1117.426
SO - 0008043,2/22/2020,2/28/2020,25,Wholesale,AUD,AXW291,94,2,8,268,142.04
SO - 000548,2/23/2020,2/26/2020,31,Wholesale,USD,AXW291,12,1,10,207.7,135.005
SO - 0001615,2/23/2020,3/4/2020,47,Wholesale,NZD,AXW291,99,5,9,3577.8,1431.12
SO - 0001911,2/23/2020,3/5/2020,43,Distributor,USD,AXW291,64,13,5,2579.5,1625.085
SO - 0002751,2/23/2020,2/27/2020,1,Wholesale,USD,AXW291,60,5,7,944.7,547.926
SO - 0003993,2/23/2020,3/3/2020,13,Wholesale,USD,AXW291,91,11,12,3825.7,2907.532
SO - 0005438,2/23/2020,3/1/2020,37,Distributor,USD,AXW291,58,5,6,944.7,699.078
SO - 0007902,2/23/2020,3/11/2020,37,Distributor,NZD,AXW291,25,5,10,5299.7,3444.805
SO - 000402,2/24/2020,3/1/2020,43,Distributor,USD,AXW291,87,1,7,3993.2,3234.492
SO - 0001117,2/24/2020,3/4/2020,11,Wholesale,USD,AXW291,8,7,12,3953,2964.75
SO - 0002341,2/24/2020,3/2/2020,38,Distributor,NZD,AXW291,44,9,8,227.8,104.788
SO - 0005020,2/24/2020,3/3/2020,21,Distributor,USD,AXW291,76,11,8,884.4,548.328
SO - 0005107,2/24/2020,3/9/2020,7,Distributor,EUR,AXW291,25,8,10,1045.2,501.696
SO - 0005318,2/24/2020,3/3/2020,9,Distributor,NZD,AXW291,38,1,6,1085.4,445.014
SO - 0006061,2/24/2020,3/13/2020,7,Wholesale,AUD,AXW291,40,2,7,3845.8,2768.976
SO - 0006479,2/24/2020,3/6/2020,48,Distributor,NZD,AXW291,53,13,11,268,112.56
SO - 0007959,2/24/2020,3/8/2020,48,Export,USD,AXW291,28,8,6,2378.5,1522.24
SO - 0001024,2/25/2020,3/2/2020,40,Wholesale,USD,AXW291,59,2,12,3530.9,2577.557
SO - 0001772,2/25/2020,3/2/2020,32,Wholesale,NZD,AXW291,21,5,10,1118.9,503.505
SO - 0003067,2/25/2020,3/9/2020,3,Wholesale,AUD,AXW291,8,7,6,1038.5,467.325
SO - 0004773,2/25/2020,3/12/2020,34,Distributor,USD,AXW291,90,5,8,1862.6,1229.316
SO - 0006192,2/25/2020,3/14/2020,28,Export,NZD,AXW291,12,13,7,2458.9,1032.738
SO - 0008005,2/25/2020,3/14/2020,29,Distributor,NZD,AXW291,66,7,11,2847.5,1395.275
SO - 0001121,2/26/2020,3/15/2020,31,Distributor,NZD,AXW291,91,1,6,6117.1,4343.141
SO - 0001160,2/26/2020,3/9/2020,41,Distributor,NZD,AXW291,24,3,5,3819,3055.2
SO - 0002442,2/26/2020,3/5/2020,18,Distributor,GBP,AXW291,95,2,9,2304.8,1936.032
SO - 0002809,2/26/2020,3/7/2020,48,Wholesale,USD,AXW291,85,13,6,1809,922.59
SO - 0003361,2/26/2020,3/11/2020,50,Export,EUR,AXW291,45,7,12,3953,3241.46
SO - 0004793,2/26/2020,3/2/2020,11,Distributor,GBP,AXW291,50,1,12,1795.6,897.8
SO - 0006871,2/26/2020,3/8/2020,25,Wholesale,AUD,AXW291,77,12,10,1132.3,690.703
SO - 0007359,2/26/2020,3/5/2020,42,Wholesale,AUD,AXW291,84,1,9,2793.9,2039.547
SO - 000123,2/27/2020,3/5/2020,40,Distributor,GBP,AXW291,39,13,6,3979.8,3064.446
SO - 000886,2/27/2020,3/3/2020,8,Distributor,NZD,AXW291,20,11,10,1219.4,951.132
SO - 0001382,2/27/2020,3/2/2020,39,Distributor,USD,AXW291,33,7,6,3899.4,2417.628
SO - 0001815,2/27/2020,3/14/2020,8,Wholesale,GBP,AXW291,42,1,9,1125.6,821.688
SO - 0002426,2/27/2020,3/6/2020,21,Distributor,GBP,AXW291,16,11,11,268,227.8
SO - 0003625,2/27/2020,3/7/2020,29,Wholesale,NZD,AXW291,62,7,10,1038.5,841.185
SO - 0005271,2/27/2020,3/6/2020,44,Wholesale,AUD,AXW291,10,7,11,1701.8,1276.35
SO - 0007894,2/27/2020,3/9/2020,29,Distributor,NZD,AXW291,21,7,9,1125.6,866.712
SO - 000664,2/28/2020,3/6/2020,42,Wholesale,USD,AXW291,70,9,10,1118.9,727.285
SO - 000888,2/28/2020,3/4/2020,50,Wholesale,NZD,AXW291,51,7,11,174.2,80.132
SO - 0001586,2/28/2020,3/18/2020,43,Distributor,USD,AXW291,19,12,11,3912.8,3091.112
SO - 0001617,2/28/2020,3/13/2020,4,Wholesale,NZD,AXW291,100,3,8,247.9,99.16
SO - 0001623,2/28/2020,3/3/2020,21,Export,AUD,AXW291,48,2,12,5239.4,2619.7
SO - 0002188,2/28/2020,3/17/2020,13,Wholesale,GBP,AXW291,1,9,11,194.3,126.295
SO - 0005900,2/28/2020,3/9/2020,5,Distributor,NZD,AXW291,43,11,6,5936.2,2849.376
SO - 0006610,2/28/2020,3/13/2020,26,Wholesale,USD,AXW291,29,5,10,1105.5,795.96
SO - 0006656,2/28/2020,3/8/2020,19,Wholesale,NZD,AXW291,76,12,8,844.2,641.592
SO - 0007202,2/28/2020,3/18/2020,19,Wholesale,NZD,AXW291,90,11,9,911.2,583.168
SO - 0007723,2/28/2020,3/6/2020,50,Wholesale,NZD,AXW291,83,13,8,2854.2,1712.52
SO - 000196,3/1/2020,3/18/2020,5,Export,NZD,AXW291,18,7,9,187.6,144.452
SO - 0001376,3/1/2020,3/16/2020,20,Wholesale,USD,AXW291,11,7,12,3939.6,1575.84
SO - 0002265,3/1/2020,3/18/2020,33,Wholesale,AUD,AXW291,2,7,11,1078.7,528.563
SO - 0002393,3/1/2020,3/9/2020,46,Distributor,NZD,AXW291,16,11,7,2331.6,1841.964
SO - 0002828,3/1/2020,3/10/2020,1,Wholesale,USD,AXW291,38,7,9,1956.4,860.816
SO - 0004011,3/1/2020,3/15/2020,13,Wholesale,NZD,AXW291,19,7,6,884.4,689.832
SO - 0004209,3/1/2020,3/9/2020,44,Wholesale,AUD,AXW291,98,5,10,3899.4,2924.55
SO - 0004220,3/1/2020,3/10/2020,33,Export,USD,AXW291,88,2,7,2673.3,1122.786
SO - 0004964,3/1/2020,3/12/2020,5,Export,AUD,AXW291,59,13,5,6164,4129.88
SO - 0005255,3/1/2020,3/13/2020,13,Wholesale,USD,AXW291,73,1,5,1929.6,1485.792
SO - 0005579,3/1/2020,3/10/2020,47,Distributor,AUD,AXW291,15,7,7,1058.6,899.81
SO - 0006912,3/1/2020,3/10/2020,1,Distributor,USD,AXW291,26,5,10,3999.9,3359.916
SO - 0007733,3/1/2020,3/16/2020,9,Distributor,AUD,AXW291,3,2,10,3195.9,1981.458
SO - 0007854,3/1/2020,3/19/2020,41,Distributor,USD,AXW291,83,7,6,3115.5,1900.455
SO - 0007878,3/1/2020,3/12/2020,45,Export,AUD,AXW291,79,1,12,5353.3,3211.98
SO - 0008070,3/1/2020,3/8/2020,36,Distributor,NZD,AXW291,80,2,8,2298.1,988.183
SO - 000118,3/2/2020,3/9/2020,30,Export,NZD,AXW291,34,13,12,984.9,393.96
SO - 0001044,3/2/2020,3/17/2020,39,Distributor,NZD,AXW291,46,1,9,5272.9,3005.553
SO - 0001157,3/2/2020,3/11/2020,9,Export,NZD,AXW291,56,7,12,2237.8,1118.9
SO - 0001307,3/2/2020,3/13/2020,33,Export,USD,AXW291,81,9,12,6371.7,4460.19
SO - 0002403,3/2/2020,3/15/2020,25,Distributor,USD,AXW291,57,14,12,884.4,619.08
SO - 0003810,3/2/2020,3/18/2020,8,Wholesale,USD,AXW291,21,1,12,3946.3,1617.983
SO - 0004704,3/2/2020,3/18/2020,2,Distributor,USD,AXW291,21,5,8,1212.7,933.779
SO - 0005994,3/2/2020,3/9/2020,26,Wholesale,AUD,AXW291,37,7,9,1862.6,1564.584
SO - 0006121,3/2/2020,3/8/2020,20,Distributor,NZD,AXW291,58,2,10,1038.5,571.175
SO - 0007579,3/2/2020,3/20/2020,25,Wholesale,NZD,AXW291,35,11,12,931.3,651.91
SO - 000821,3/3/2020,3/20/2020,11,Distributor,NZD,AXW291,53,7,9,247.9,151.219
SO - 000962,3/3/2020,3/17/2020,24,Wholesale,NZD,AXW291,43,2,9,837.5,644.875
SO - 0001352,3/3/2020,3/14/2020,9,Wholesale,GBP,AXW291,58,5,11,1721.9,792.074
SO - 0004064,3/3/2020,3/12/2020,16,Distributor,NZD,AXW291,6,2,8,6559.3,4132.359
SO - 0004341,3/3/2020,3/16/2020,29,Distributor,AUD,AXW291,55,1,6,3986.5,3109.47
SO - 0005931,3/3/2020,3/11/2020,17,Wholesale,NZD,AXW291,21,9,11,1139,933.98
SO - 0002182,3/4/2020,3/13/2020,12,Distributor,NZD,AXW291,97,1,6,1025.1,563.805
SO - 0003242,3/4/2020,3/17/2020,40,Wholesale,AUD,AXW291,94,11,7,2827.4,1781.262
SO - 0004195,3/4/2020,3/18/2020,21,Distributor,EUR,AXW291,100,4,10,3986.5,2710.82
SO - 0006316,3/4/2020,3/10/2020,22,Wholesale,NZD,AXW291,84,1,6,1319.9,989.925
SO - 0007023,3/4/2020,3/14/2020,34,Distributor,NZD,AXW291,41,7,12,1118.9,626.584
SO - 000627,3/5/2020,3/17/2020,33,Wholesale,NZD,AXW291,81,1,6,207.7,135.005
SO - 0001070,3/5/2020,3/17/2020,14,Distributor,USD,AXW291,99,11,5,3932.9,2910.346
SO - 0001149,3/5/2020,3/14/2020,39,Distributor,EUR,AXW291,26,1,12,1085.4,759.78
SO - 0001151,3/5/2020,3/13/2020,4,Wholesale,USD,AXW291,18,11,10,2907.8,2180.85
SO - 0002405,3/5/2020,3/23/2020,23,Wholesale,NZD,AXW291,70,2,7,964.8,694.656
SO - 0003950,3/5/2020,3/22/2020,43,Wholesale,NZD,AXW291,2,4,12,978.2,528.228
SO - 0005004,3/5/2020,3/10/2020,6,Wholesale,NZD,AXW291,34,7,11,5768.7,4557.273
SO - 0005738,3/5/2020,3/15/2020,40,Export,GBP,AXW291,70,11,8,2479,1735.3
SO - 0005956,3/5/2020,3/17/2020,21,Distributor,GBP,AXW291,12,2,7,3892.7,2452.401
SO - 0006325,3/5/2020,3/15/2020,22,Export,USD,AXW291,11,6,5,1963.1,1138.598
SO - 0006383,3/5/2020,3/8/2020,17,Wholesale,USD,AXW291,30,2,12,2659.9,2207.717
SO - 0006760,3/5/2020,3/20/2020,5,Wholesale,AUD,AXW291,40,7,9,3095.4,1392.93
SO - 0008001,3/5/2020,3/17/2020,11,Wholesale,NZD,AXW291,56,7,11,167.5,72.025
SO - 000639,3/6/2020,3/15/2020,41,Distributor,GBP,AXW291,32,7,11,1031.8,505.582
SO - 000933,3/6/2020,3/12/2020,11,Wholesale,USD,AXW291,30,11,10,2659.9,1117.158
SO - 0002131,3/6/2020,3/9/2020,39,Distributor,GBP,AXW291,81,2,11,1025.1,768.825
SO - 0003314,3/6/2020,3/9/2020,31,Distributor,NZD,AXW291,31,9,12,4006.6,2123.498
SO - 0004593,3/6/2020,3/10/2020,6,Wholesale,GBP,AXW291,38,11,5,783.9,352.755
SO - 0007870,3/6/2020,3/12/2020,50,Distributor,AUD,AXW291,41,3,6,180.9,123.012
SO - 0007917,3/6/2020,3/19/2020,41,Wholesale,NZD,AXW291,85,5,6,3899.4,2807.568
SO - 000199,3/7/2020,3/11/2020,47,Wholesale,AUD,AXW291,41,13,11,1206,844.2
SO - 000712,3/7/2020,3/13/2020,28,Wholesale,NZD,AXW291,73,9,5,837.5,460.625
SO - 0002113,3/7/2020,3/20/2020,25,Wholesale,USD,AXW291,66,3,8,1065.3,575.262
SO - 0007244,3/7/2020,3/25/2020,18,Wholesale,NZD,AXW291,41,11,11,1862.6,745.04
SO - 000336,3/8/2020,3/19/2020,7,Distributor,NZD,AXW291,96,7,8,6378.4,2806.496
SO - 0002090,3/8/2020,3/16/2020,32,Wholesale,USD,AXW291,65,9,8,1018.4,712.88
SO - 0003383,3/8/2020,3/24/2020,21,Distributor,USD,AXW291,52,1,6,4006.6,2604.29
SO - 0005868,3/8/2020,3/21/2020,42,Distributor,USD,AXW291,23,13,9,2994.9,2126.379
SO - 0006823,3/8/2020,3/19/2020,13,Wholesale,USD,AXW291,59,9,5,1085.4,911.736
SO - 0002060,3/9/2020,3/25/2020,41,Wholesale,USD,AXW291,75,7,11,1212.7,715.493
SO - 0002994,3/9/2020,3/27/2020,8,Distributor,GBP,AXW291,46,2,9,1132.3,735.995
SO - 0006176,3/9/2020,3/26/2020,29,Wholesale,USD,AXW291,91,11,12,2452.2,1642.974
SO - 0007406,3/9/2020,3/21/2020,8,Wholesale,NZD,AXW291,29,3,10,1708.5,1008.015
SO - 000943,3/10/2020,3/13/2020,40,Export,NZD,AXW291,67,1,7,6251.1,4938.369
SO - 0001667,3/10/2020,3/24/2020,43,Export,USD,AXW291,90,2,6,6344.9,2918.654
SO - 0001969,3/10/2020,3/13/2020,40,Export,USD,AXW291,29,10,6,2586.2,1034.48
SO - 0002551,3/10/2020,3/23/2020,6,Export,USD,AXW291,37,11,11,3859.2,1929.6
SO - 0004331,3/10/2020,3/20/2020,50,Wholesale,NZD,AXW291,2,7,7,1105.5,585.915
SO - 0006021,3/10/2020,3/26/2020,35,Distributor,AUD,AXW291,30,1,11,904.5,515.565
SO - 0006344,3/10/2020,3/18/2020,10,Distributor,AUD,AXW291,99,2,11,2519.2,1990.168
SO - 0006470,3/10/2020,3/20/2020,27,Export,USD,AXW291,77,14,9,1051.9,820.482
SO - 0006491,3/10/2020,3/14/2020,29,Wholesale,AUD,AXW291,59,11,12,897.8,574.592
SO - 0007671,3/10/2020,3/23/2020,16,Wholesale,NZD,AXW291,61,2,7,2559.4,1023.76
SO - 0007824,3/10/2020,3/27/2020,48,Distributor,NZD,AXW291,27,11,9,221.1,156.981
SO - 000394,3/11/2020,3/28/2020,17,Distributor,NZD,AXW291,51,13,6,1139,933.98
SO - 0001995,3/11/2020,3/28/2020,19,Distributor,AUD,AXW291,80,9,5,2673.3,1202.985
SO - 0002280,3/11/2020,3/22/2020,39,Wholesale,USD,AXW291,86,1,11,3959.7,1861.059
SO - 0004094,3/11/2020,3/25/2020,19,Distributor,GBP,AXW291,10,9,8,2485.7,1739.99
SO - 000335,3/12/2020,3/19/2020,26,Wholesale,NZD,AXW291,55,1,10,2579.5,1960.42
SO - 0001021,3/12/2020,3/18/2020,41,Wholesale,USD,AXW291,42,12,6,1051.9,757.368
SO - 0001325,3/12/2020,3/18/2020,48,Distributor,EUR,AXW291,8,13,12,1185.9,913.143
SO - 0001681,3/12/2020,3/23/2020,11,Wholesale,USD,AXW291,46,7,8,1118.9,458.749
SO - 0001989,3/12/2020,3/17/2020,28,Wholesale,GBP,AXW291,70,2,7,5721.8,4176.914
SO - 0002105,3/12/2020,3/19/2020,21,Wholesale,USD,AXW291,50,10,5,3932.9,1769.805
SO - 0004138,3/12/2020,3/24/2020,39,Distributor,EUR,AXW291,41,11,9,1889.4,1095.852
SO - 0004978,3/12/2020,3/28/2020,6,Distributor,NZD,AXW291,95,3,10,1011.7,667.722
SO - 0005363,3/12/2020,3/22/2020,10,Distributor,NZD,AXW291,99,11,9,2412,1784.88
SO - 0007082,3/12/2020,3/16/2020,29,Wholesale,USD,AXW291,60,1,8,3711.8,2375.552
SO - 0002865,3/13/2020,3/27/2020,4,Export,AUD,AXW291,54,10,10,2324.9,1441.438
SO - 0003692,3/13/2020,3/22/2020,13,Wholesale,EUR,AXW291,62,7,8,3959.7,3048.969
SO - 0004017,3/13/2020,3/18/2020,27,Distributor,NZD,AXW291,9,2,10,3979.8,3263.436
SO - 0004023,3/13/2020,3/25/2020,11,Wholesale,NZD,AXW291,19,7,5,1775.5,1384.89
SO - 0005908,3/13/2020,3/20/2020,14,Wholesale,USD,AXW291,29,7,10,1313.2,945.504
SO - 0006214,3/13/2020,3/25/2020,29,Wholesale,NZD,AXW291,2,1,9,1065.3,490.038
SO - 000954,3/14/2020,3/20/2020,27,Wholesale,EUR,AXW291,16,7,5,1809,1465.29
SO - 0001562,3/14/2020,3/26/2020,49,Wholesale,USD,AXW291,43,11,11,2324.9,1394.94
SO - 0002915,3/14/2020,3/21/2020,29,Wholesale,GBP,AXW291,55,1,6,917.9,367.16
SO - 0004054,3/14/2020,3/20/2020,43,Export,GBP,AXW291,56,10,5,1085.4,738.072
SO - 0004358,3/14/2020,3/23/2020,2,Distributor,NZD,AXW291,79,2,5,830.8,407.092
